Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
01-02-2022,"February 2022: In Khartoum state, two boys were arrested, attacked, stripped naked and forced to roam naked through the city by a group of Sudanese policemen.  This incident was reported on 06 March 2022. ",Sudan,SDN,Khartoum State,15.64254357,32.47867048,(2) 25 km Precision ,Under Arrest/Detention,Police,Sudan Police Force,Group Perpetrator,Knife,Civilian,Male,"Minor, ",StrippedNaked/TornClothes,SV by security personnel,Intimation,2,,32658
01-02-2022,February 2022: A woman was raped a woman at her house by South Sudan Peoples Defence Force.,South Sudan,SSD,Central Equatoria,4.338195181,31.06933895,(2) 25 km Precision ,Victims Home,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,37518
31-01-2022,"January 2022: In Ondo state, a female fruit seller was reportedly gang-raped and killed by suspected Fulani herdsmen whilst she was alone at her farm.",Nigeria,NGA,Ondo State,6.350786211,4.795529549,(2) 25 km Precision ,"Street, Road or Field",Other,Fulani herdsmen,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,1,37243
27-01-2022,"January 2022: In Beni territory, North Kivu territory, a ten-year-old girl was raped by Armed Forces of the Democratic Republic of the Congo (FARDC) members.",DRC,COD,North Kivu,0.2499556,29.38367288,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,31038
26-01-2022,January 2022: A nurse was sexually assaulted during an attempted rape by two unidentified armed individuals. They stole belongings from patients.,DRC,COD,Tanganyika,-5.937019599,29.1784966,(2) 25 km Precision ,Health Facility,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Health Worker,Female,"Adult, ",AttemptedSexualAssault,Health Workers Experienced Sexual Violence,Gang SV Assault,1,,34203
25-01-2022,"January 2022: In Central Darfur state, three girls aged between six and nine were raped by four armed herdsmen. The victims were taken to hospital, but could not receive treatment due to a lack of specialised doctors. Police reportedly made no effort to arrest the perpetrators. ",Sudan,SDN,Central Darfur,11.939659,23.074968,(2) 25 km Precision ,No Information,Other,Herdsmen (Sudan),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,3,,31176
25-01-2022,January 2022: Security forces reportedly raped female students of Hajjar university.,Sudan,SDN,Khartoum State,15.6131174,32.39585181,"(3) District, Communicipality or Commune ",School,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Single Serpetrator,Knife,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,31222
25-01-2022,"January 2022: In Khartoum state, security forces reportedly raped female students of a university. ",Sudan,SDN,Khartoum State,15.65738024,32.47385093,(2) 25 km Precision ,School,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31177
24-01-2022,"January 2022: In New Ireland province, a young woman detained at Kavieng police station was raped by three police officers.",PNG,PNG,Islands Region,-2.5788663,150.7974532,(2) 25 km Precision ,Police Station,Police,Royal Papua New Guinea Constabulary,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,31189
23-01-2022,January 2022: An anaesthesiologist was sexually harassed by her colleague.,India,IND,Uttar Pradesh,26.83377878,80.90439318,"(3) District, Communicipality or Commune ",Health Facility,Employee,Health worker,Single Serpetrator,Unarmed Perpetrator,Health Worker,Female,"Adult, ",SexualHarassment,Health Workers Experienced Sexual Violence,Not Applicable,1,,31808
22-01-2022,"January 2022: In Central Equatoria state, a police officer raped an 11-year-old girl as her family members were away at a funeral. The attack happened in a house where both the perpetrator and the victim lived. Police have arrested the perpetrator. ",South Sudan,SSD,Central Equatoria,4.856973947,31.59667969,(2) 25 km Precision ,Victims Home,Police,South Sudan National Police Service,Single Serpetrator,No Information on the Weapon Used,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,31173
22-01-2022,"January 2022: In Amhara region, a report shared by Ethiopian Government officials states that TPLF soldiers reportedly raped at least 217 women, including an eight-year-old girl and elderly women, in addition to killing 548 inhabitants of the area.",Ethiopia,ETH,Amhara Region,10.93415165,39.20209065,"(4) Province, State, Governorate ",Not Applicable,NSA,Tigray PeopleÉ??s Liberation Front,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31170
19-01-2022,"January 2022: In North Kivu, a woman was tortured and raped by armed men. The woman died from her injuries.",DRC,COD,North Kivu,-1.6497322,29.17664857,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,1,31039
18-01-2022,"January 2022: In Niger state, unidentified militiamen on motorbikes carrying AK47s engaged in an assault on over 30 villages, raping women and attacking civilians. At least six people were killed during the attacks, an unknown number of people were injured, an unknown number of women and children were abducted, and over 3,000 people were displaced. ",Nigeria,NGA,Niger,10.16829154,6.491755057,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,31171
18-01-2022,"January 2022: In Borno state, a 35-year-old male and aid worker raped a displaced teenage girl, after luring her into his apartment at a housing estate, near an IDP Camp, supposedly for work. Subsequently, the victim committed suicide by stabbing herself. Police detained the suspect and further investigations continue. ",Nigeria,NGA,Borno,11.68282387,13.06212621,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Single Serpetrator,Unarmed Perpetrator,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,1,31115
18-01-2022,January 2022: A patient was sexually assaulted by a caregiver in an attempted rape during a health consultation.,Mali,MLI,Sikasso,11.174901,-8.152292,"(3) District, Communicipality or Commune ",Health Facility,Employee,Health worker,Single Serpetrator,Unarmed Perpetrator,Civilian,ProbablyFemale,"Unspecified, ",AttemptedSexualAssault,Safeguarding,Single Rape/sv Assault ,1,,33496
17-01-2022,"January 2022: In Kigezi sub-region, Western region, a 28-year-old woman detained in prison was raped by a 56-year-old policeman. The policeman was arrested after the incident. ",Uganda,UGA,Kabale,-1.045556,29.980833,(2) 25 km Precision ,Police Station,Police,Uganda National Police,Single Serpetrator,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,31178
13-01-2022,"January 2022: In Ituri province, a woman was killed after her sexual organs were cut out by a member of the FRPI.",DRC,COD,Ituri,1.175969521,30.13086319,(2) 25 km Precision ,No Information,NSA,FRPI Front for Patriotic Resistance in Ituri,Single Serpetrator,Knife,Civilian,Female,"Adult, ",CuttingOff/InjuringSexualOrgans,CRSV,Single Rape/sv Assault ,1,1,32919
12-01-2022,January 2022: Two women were raped by eight unidentified men at their homes.,South Sudan,SSD,Western Equatoria,5.3457,30.3208,(2) 25 km Precision ,Victims Home,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,,Mass SV Assault,2,,37517
12-01-2022,January 2022: Four women were sexually assaulted and beaten by Janjaweed in an IDP camp.,Sudan,SDN,West Darfur State,12.95416597,22.86696914,(2) 25 km Precision ,Refugee/IDP Settlement,NSA,Janjaweed,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,CRSV,Mass SV Assault,4,,37486
10-01-2022,"January 2022: A woman was raped after she and another woman, were abducted by Sudan People's Liberation Movement-in-Opposition forces.",South Sudan,SSD,Western Bahr el Ghazal,7.985797676,27.49053051,(2) 25 km Precision ,In Captivity,NSA,SPLA-IO Sudan People's Liberation Army in Opposition,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,37487
09-01-2022,January 2022: A woman was raped by armed men (assumed Darfur communal militia). ,Sudan,SDN,North Darfur State,13.56648577,23.44728115,(2) 25 km Precision ,No Information,NSA,Darfur rebels,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,37483
08-01-2022,"January 2022: In North Darfur state, a group of gunmen intercepted and gang raped a 40-year-old woman whilst she was out fetching water. ",Sudan,SDN,North Darfur State,13.4756817,23.29887872,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31175
07-01-2022,"January 2022: In Tigray region, ethnic Tigrayans have reportedly been forced to rape family members or to engage in sexual activities with military personnel in exchange for basic supplies.  ",Ethiopia,ETH,Tigray,13.881273,39.127495,"(4) Province, State, Governorate ",Not Applicable,NSA,Tigray PeopleÉ??s Liberation Front,Group Perpetrator,Firearms,Civilian,NotApplicable,"Adult, ",Rape,CRSV,Gang SV Assault,1,,31168
04-01-2022,"January 2022: Along the Libya-Sudan border, a Sudanese female refugee was raped by guards in front of her husband whilst in detention for 21 days for entering Libya undocumented. Her husband, also a Sudanese refugee, was beaten.",Libya,LBY,Kufra,20.70976569,24.94352526,(5) Linear Feature e.g. Along Road/River ,Under Arrest/Detention,Police,Security Forces (Libya),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,31190
02-01-2022,"January 2022: In Amhara region, a 13-year-old girl was reportedly abducted and raped by TPLF forces.",Ethiopia,ETH,Amhara Region,9.993615386,39.89984241,(2) 25 km Precision ,In Captivity,NSA,Tigray PeopleÉ??s Liberation Front,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,31166
01-01-2022,"January 2022: In Imo state, a southeast governor has been accused by the Indigenous People of Biafra of recruiting soldiers to rape Igbo women.",Nigeria,NGA,Imo,5.5859456,7.0669651,"(4) Province, State, Governorate ",Not Applicable,Armed Forces of Government or Self-Declared Government,Nigerian Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,31114
29-12-2021,"December 2021: In Zamfara state, an unspecified number of women were raped by Zamfara militiamen during an attack on the village. They also killed six people, including the district head and two sons, and abducted residents who were later released. ",Nigeria,NGA,Zamfara,12.28588653,6.488412591,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,,30826
28-12-2021,"December 2021: In North Kivu province, unknown perpetrators raped a 20-year-old woman who was on her way back from fetching water. ",DRC,COD,North Kivu,0.325905162,29.3547821,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,30412
28-12-2021,"December 2021: In Amhara region, TPLF soldiers and Oromo Liberation Army (OLA) militants reportedly raped 12 women during an incursion on the area. ",Ethiopia,ETH,Amhara Region,9.73073085,39.57939484,(2) 25 km Precision ,No Information,NSA,"Oromo Liberation Front, Tigray PeopleÉ??s Liberation Front",Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,12,,31163
28-12-2021,"December 2021: In North Kivu province, two 17-year-old girls were reportedly raped by Mai-Mai militiamen.",DRC,COD,North Kivu,-1.65349078,29.21708332,(2) 25 km Precision ,No Information,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,2,,31036
27-12-2021,"December 2021: In the midst of nationwide protests by resident doctors, police have molested female doctors.",India,IND,No Information,22.3511148,78.6677428,(6) Country,"Street, Road or Field",Police,India Police,Group Perpetrator,Firearms,Health Worker,Female,"Adult, ",SexualAssault,Health Workers Experienced Sexual Violence,Mass SV Assault,2,,31179
27-12-2021,December 2021: Incidences of sexual violence was reported by female doctors to police officers.,South Sudan,SSD,No Information,15.55954442,32.47560861,(6) Country,No Information,Police,Sudan Police Force,Group Perpetrator,No Information on the Weapon Used,Health Worker,Female,"Adult, ",UnspecifiedActSV,Health Workers Experienced Sexual Violence,Unspecified SV ,3,,30718
25-12-2021,"December 2021: In Khartoum state, a LNGO received 30 complaints of sexual harrassment by Sudanese Security Forces during the suppression of the Marches of the Millions protests. ",Sudan,SDN,Khartoum State,15.60926978,32.52508661,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualHarassment,CRSV,Not Applicable,30,,30379
25-12-2021,"December 2021: In Khartoum state, 13 women were raped by Sudanese forces during Marches of the Millions protests.",Sudan,SDN,Khartoum State,15.6077768,32.52344304,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,13,,30378
25-12-2021,"December 2021: In Khartoum state, three men were raped by Sudanese forces during Marches of the Millions protests ",Sudan,SDN,Khartoum State,15.60882888,32.52591904,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Male,"Adult, ",Rape,CRSV,Mass SV Assault,3,,30377
